_id,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,scores,SchemeType,geocode,RightToReply,Distance,NewRatingPending,meta,links
676ee56977c2ee147875d3e1,376325,0,02390/0007/0/000,Darjeeling Take Away,Takeaway/sandwich shop,7844,7 Lingfield Crescent,Eltham,London,,SE9 2RL,,4,fhrs_4_en-gb,2021-09-28T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 0, 'Structural': 10, 'ConfidenceInManagement': 10}",FHRS,"{'longitude': 0.08122, 'latitude': 51.45912}",,4646.327301316314,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/376325'}]"
676ee56977c2ee147875d408,669331,0,01530/2001/2/000,Sporting Club Thamesmead,Pub/bar/nightclub,7843,30 Bayliss Avenue,Thamesmead,London,,SE28 8NJ,,5,fhrs_5_en-gb,2020-01-20T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.128059, 'latitude': 51.507002}",,4646.37535103987,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/669331'}]"
676ee56977c2ee147875d40a,486711,0,02390/4000/1/000,Falcon Harvester,Pub/bar/nightclub,7843,Lingfield Crescent,Eltham,London,,SE9 2RN,,5,fhrs_5_en-gb,2020-01-15T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.079815, 'latitude': 51.459253}",,4646.383453304464,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/486711'}]"
676ee56977c2ee147875d41b,357629,0,00000/0000/8/957,Euroville Convenience Store,Retailers - other,4613,66 Kimmeridge Road,Mottingham,London,,SE9 4EB,,5,fhrs_5_en-gb,2019-04-12T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.046526, 'latitude': 51.426916}",,4646.414895828434,True,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357629'}]"
676ee56977c2ee147875d41c,357628,0,00000/0000/8/956,Marlborough Bakeries,Retailers - other,4613,64 Kimmeridge Road,Mottingham,London,,SE9 4EB,,4,fhrs_4_en-gb,2022-01-31T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 10, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.046526, 'latitude': 51.426916}",,4646.414895828434,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357628'}]"
676ee56977c2ee147875d41f,358772,0,12/00071/MIXED,Favorite Chicken,Takeaway/sandwich shop,7844,68 Kimmeridge Road,Mottingham,London,,SE9 4EB,,4,fhrs_4_en-gb,2021-05-05T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 10}",FHRS,"{'longitude': 0.046526, 'latitude': 51.426916}",,4646.414895828434,True,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/358772'}]"
676ee56977c2ee147875d421,357663,0,00000/0000/9/457,Mottingham Primary School,School/college/university,7845,Ravensworth Road,Mottingham,London,,SE9 4LW,,5,fhrs_5_en-gb,2022-04-28T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.049526, 'latitude': 51.429993}",,4646.417905762844,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357663'}]"
676ee56977c2ee147875d43e,357585,0,00000/0000/8/205,Elmstead Wood Primary School,School/college/university,7845,Castlecombe Road,Mottingham,London,,SE9 4AT,,5,fhrs_5_en-gb,2021-03-25T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.043307, 'latitude': 51.4244}",,4646.4404433701975,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357585'}]"
676ee56977c2ee147875d4a6,1136999,0,19/00104/CP,Harrison Catering At Jubilee Primary School,School/college/university,7845,Jubilee Primary School,Crowden Way,London,,SE28 8JB,,5,fhrs_5_en-gb,2021-02-26T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.121380999684334, 'latitude': 51.504695892334}",,4646.5340378326355,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1136999'}]"
676ee56977c2ee147875d4a7,1215992,0,20/00011/CP,Rainbow Club At Jubilee Primary School,Caring Premises,5,Jubilee Primary School,Crowden Way,London,,SE28 8JB,,5,fhrs_5_en-gb,2020-01-24T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.121380999684334, 'latitude': 51.504695892334}",,4646.5340378326355,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1215992'}]"
676ee56977c2ee147875d4df,1392065,0,14556,SmileyArk Kids,Caring Premises,5,Owen Close  United Kingdom Thamesmead,,London,,SE28 8AL,,5,fhrs_5_en-gb,2021-07-27T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.117822997272015, 'latitude': 51.5022850036621}",,4646.575224073845,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1392065'}]"
676ee56977c2ee147875d4eb,357611,0,00000/0000/8/664,St Vincents Primary School,School/college/university,7845,Harting Road,Mottingham,London,,SE9 4JR,,5,fhrs_5_en-gb,2018-11-23T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.044136, 'latitude': 51.429116}",,4646.582742817971,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357611'}]"
676ee56977c2ee147875d517,357655,0,00000/0000/9/243,Prince Of Wales,Pub/bar/nightclub,7843,154 Mottingham Road,Mottingham,London,,SE9 4SP,,5,fhrs_5_en-gb,2021-12-22T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.047687, 'latitude': 51.433586}",,4646.616609391278,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357655'}]"
676ee56977c2ee147875d60e,1417255,0,21/00348/CP,Edwards & Ward Limited At Castilion Primary School,School/college/university,7845,Castilion Primary School,Copperfield Road,London,,SE28 8QA,,5,fhrs_5_en-gb,2021-12-10T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.121310003101826, 'latitude': 51.5103073120117}",,4646.742561185887,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1417255'}]"
676ee56977c2ee147875d65e,329085,0,01790/5001/5/001,Marlborough Court Care Home,Caring Premises,5,Marlborough Court Care Centre,7 Copperfield Road,London,,SE28 8QB,,5,fhrs_5_en-gb,2021-11-24T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.1209775, 'latitude': 51.5109614}",,4646.778680858881,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/329085'}]"
676ee56977c2ee147875d6f2,1069357,0,18/00266/MIXED,Econo Pizza & Peri Peri Chicken,Takeaway/sandwich shop,7844,51 Mottingham Road,Mottingham,London,,SE9 4QZ,,4,fhrs_4_en-gb,2022-01-27T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 10, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.044273, 'latitude': 51.437036}",,4646.867608521337,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1069357'}]"
676ee56977c2ee147875d6fa,940531,0,14/00353/MIXED,Jolpai Indian Cuisine,Restaurant/Cafe/Canteen,1,1 West Park,Mottingham,London,,SE9 4RQ,,4,fhrs_4_en-gb,2019-01-30T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 10, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.044885, 'latitude': 51.437844}",,4646.874825980132,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/940531'}]"
676ee56977c2ee147875d705,1086501,0,18/00395/MIXED,Mem's Cafe,Restaurant/Cafe/Canteen,1,39 Mottingham Road,Mottingham,London,,SE9 4QZ,,5,fhrs_5_en-gb,2019-01-03T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.044273, 'latitude': 51.437036}",,4646.867608521337,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1086501'}]"
676ee56977c2ee147875d707,1389117,0,21/00426/MIXED,Time Kebab House 2,Takeaway/sandwich shop,7844,41 Mottingham Road,Mottingham,London,,SE9 4QZ,,5,fhrs_5_en-gb,2021-09-04T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.044273, 'latitude': 51.437036}",,4646.867608521337,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1389117'}]"
676ee56977c2ee147875d708,1094614,0,18/00441/MIXED,Mottingham Fish Bar,Takeaway/sandwich shop,7844,47 Mottingham Road,Mottingham,London,,SE9 4QZ,,5,fhrs_5_en-gb,2019-04-09T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.044273, 'latitude': 51.437036}",,4646.867608521337,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1094614'}]"
676ee56977c2ee147875d7fd,1291549,0,PI/000298589,Catering Care Choices,Caring Premises,5,20 Aldersgrove Avenue,Grove Park,London,,SE9 4PJ,,4,fhrs_4_en-gb,2020-10-14T00:00:00,523,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,david.edwards@lewisham.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 10}",FHRS,"{'longitude': 0.0354855, 'latitude': 51.4317119}",,4646.99382057824,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1291549'}]"
676ee56977c2ee147875d80a,255957,0,PI/000130122,Marvels Lane Primary School,School/college/university,7845,Riddons Road,Grove Park,London,,SE12 9RA,,5,fhrs_5_en-gb,2018-11-22T00:00:00,523,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,david.edwards@lewisham.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.032716, 'latitude': 51.429189}",,4647.002709873683,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/255957'}]"
676ee56977c2ee147875d810,255033,0,PI/000002315,Creating Care Choices,Caring Premises,5,18 Aldersgrove Avenue,Grove Park,London,,SE9 4PJ,,4,fhrs_4_en-gb,2020-10-14T00:00:00,523,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,david.edwards@lewisham.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 10}",FHRS,"{'longitude': 0.035339, 'latitude': 51.431868}",,4647.004885476522,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/255033'}]"
676ee56977c2ee147875d8e9,357607,0,00000/0000/8/636,Eltham College,School/college/university,7845,Grove Park Road,Mottingham,London,,SE9 4QF,,5,fhrs_5_en-gb,2022-02-09T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.038632, 'latitude': 51.43798}",,4647.1082338212345,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/357607'}]"
676ee56977c2ee147875d98a,255860,0,PI/000034638,Costcutter - Marvels Stores,Retailers - supermarkets/hypermarkets,7840,129 Chinbrook Road,Grove Park,London,,SE12 9QL,,4,fhrs_4_en-gb,2019-10-09T00:00:00,523,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,david.edwards@lewisham.gov.uk,"{'Hygiene': 5, 'Structural': 10, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.029396, 'latitude': 51.431845}",,4647.2212038977195,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/255860'}]"
676ee56977c2ee147875da1d,949257,0,17/00062/MIXED,Fairmount Residential Home,Caring Premises,5,Mottingham Lane,Mottingham,London,,SE9 4RT,,5,fhrs_5_en-gb,2022-04-22T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.033916, 'latitude': 51.440004}",,4647.35458758882,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/949257'}]"
676ee56977c2ee147875da40,1388719,0,PI/000303308,Chicken Palace (London),Takeaway/sandwich shop,7844,136 Marvels Lane,Grove Park,London,,SE12 9PG,,5,fhrs_5_en-gb,2021-07-26T00:00:00,523,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,david.edwards@lewisham.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.026873, 'latitude': 51.434002}",,4647.392310032007,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1388719'}]"
